country_name,country_code,year,population,rank
"Venezuela, RB",VEN,2013,29912198,42
Peru,PER,2013,29817919,43
Uzbekistan,UZB,2013,29724065,44
"Yemen, Rep.",YEM,2013,29312952,45
Saudi Arabia,SAU,2013,27624004,46
Nepal,NPL,2013,27589996,47
Ghana,GHA,2013,27386193,48
Angola,AGO,2013,26165620,49
"Korea, Dem. People's Rep.",PRK,2013,25329451,50
China,CHN,2014,1371860000,1
India,IND,2014,1312277191,2
United States,USA,2014,319257560,3
Indonesia,IDN,2014,258877399,4
Pakistan,PAK,2014,214264647,5
Brazil,BRA,2014,200085127,6
Nigeria,NGA,2014,185896915,7
Bangladesh,BGD,2014,157964929,8
Russian Federation,RUS,2014,144237223,9
Japan,JPN,2014,127276000,10
Mexico,MEX,2014,119784261,11
Philippines,PHL,2014,103767130,12
Ethiopia,ETH,2014,101115610,13
"Egypt, Arab Rep.",EGY,2014,97528654,14
Viet Nam,VNM,2014,91679578,15
"Iran, Islamic Rep.",IRN,2014,81502045,16
Germany,DEU,2014,80982500,17
"Congo, Dem. Rep.",COD,2014,78403242,18
Turkiye,TUR,2014,77181884,19
Thailand,THA,2014,70216367,20
France,FRA,2014,66312067,21
United Kingdom,GBR,2014,64620000,22
Italy,ITA,2014,60320707,23
South Africa,ZAF,2014,55594838,24
"Korea, Rep.",KOR,2014,50746659,25
Myanmar,MMR,2014,50681634,26
Tanzania,TZA,2014,50351512,27
Colombia,COL,2014,46565429,28
Spain,ESP,2014,46460733,29
Kenya,KEN,2014,46051440,30
Ukraine,UKR,2014,45972380,31
Argentina,ARG,2014,43024071,32
Algeria,DZA,2014,39205031,33
Sudan,SDN,2014,38823318,34
Poland,POL,2014,38011735,35
Iraq,IRQ,2014,36550059,36
Uganda,UGA,2014,36395539,37
Canada,CAN,2014,35434066,38
Morocco,MAR,2014,34204780,39
Afghanistan,AFG,2014,32792523,40
Malaysia,MYS,2014,30696137,41
"Venezuela, RB",VEN,2014,30254079,42
"Yemen, Rep.",YEM,2014,30226309,43
Uzbekistan,UZB,2014,30222994,44
Peru,PER,2014,30115826,45
Saudi Arabia,SAU,2014,28309273,46
Ghana,GHA,2014,28041592,47
Nepal,NPL,2014,27672370,48
Angola,AGO,2014,27160769,49
Mozambique,MOZ,2014,25788475,50
China,CHN,2015,1379860000,1
India,IND,2015,1328024498,2
United States,USA,2015,321815121,3
Indonesia,IDN,2015,261799249,4
Pakistan,PAK,2015,217290883,5
Brazil,BRA,2015,201675532,6
Nigeria,NGA,2015,190671878,7
Bangladesh,BGD,2015,159383179,8
Russian Federation,RUS,2015,144640716,9
Japan,JPN,2015,127141000,10
Mexico,MEX,2015,121072306,11
Philippines,PHL,2015,105312992,12
Ethiopia,ETH,2015,103867135,13
"Egypt, Arab Rep.",EGY,2015,99597342,14
Viet Nam,VNM,2015,92823254,15
"Iran, Islamic Rep.",IRN,2015,82619362,16
Germany,DEU,2015,81686611,17
"Congo, Dem. Rep.",COD,2015,81035531,18
Turkiye,TUR,2015,78218479,19
Thailand,THA,2015,70540795,20
France,FRA,2015,66548272,21
United Kingdom,GBR,2015,65088000,22
Italy,ITA,2015,60229605,23
South Africa,ZAF,2015,56723537,24
Tanzania,TZA,2015,52020962,25
Myanmar,MMR,2015,51089056,26
"Korea, Rep.",KOR,2015,51014947,27
Kenya,KEN,2015,47088526,28
Colombia,COL,2015,46969940,29
Spain,ESP,2015,46422303,30
Ukraine,UKR,2015,45784896,31
Argentina,ARG,2015,43477012,32
Sudan,SDN,2015,40024431,33
Algeria,DZA,2015,40019529,34
Poland,POL,2015,37986412,35
Iraq,IRQ,2015,37560535,36
Uganda,UGA,2015,37531446,37
Canada,CAN,2015,35704498,38
Morocco,MAR,2015,34607588,39
Afghanistan,AFG,2015,33831764,40
Malaysia,MYS,2015,31232798,41
"Yemen, Rep.",YEM,2015,31159379,42
Uzbekistan,UZB,2015,30749346,43
"Venezuela, RB",VEN,2015,30573972,44
Peru,PER,2015,30457600,45
Saudi Arabia,SAU,2015,29816382,46
Ghana,GHA,2015,28696068,47
Angola,AGO,2015,28157798,48
Nepal,NPL,2015,27823629,49
Mozambique,MOZ,2015,26547572,50
China,CHN,2016,1387790000,1
India,IND,2016,1343944296,2
United States,USA,2016,324353340,3
Indonesia,IDN,2016,264627418,4
Pakistan,PAK,2016,220138869,5
Brazil,BRA,2016,203218114,6
Nigeria,NGA,2016,195443700,7
Bangladesh,BGD,2016,160811932,8
Russian Federation,RUS,2016,145015460,9
Japan,JPN,2016,127076000,10
Mexico,MEX,2016,122251351,11
Philippines,PHL,2016,106735719,12
Ethiopia,ETH,2016,106718162,13
"Egypt, Arab Rep.",EGY,2016,101644589,14
Viet Nam,VNM,2016,94000117,15
"Congo, Dem. Rep.",COD,2016,83956415,16
"Iran, Islamic Rep.",IRN,2016,83812228,17
Germany,DEU,2016,82348669,18
Turkiye,TUR,2016,79277962,19
Thailand,THA,2016,70859841,20
France,FRA,2016,66724104,21
United Kingdom,GBR,2016,65607000,22
Italy,ITA,2016,60115223,23
South Africa,ZAF,2016,57259551,24
Tanzania,TZA,2016,53824013,25
Myanmar,MMR,2016,51495696,26
"Korea, Rep.",KOR,2016,51217803,27
Kenya,KEN,2016,48139687,28
Colombia,COL,2016,47437512,29
Spain,ESP,2016,46458139,30
Ukraine,UKR,2016,45616832,31
Argentina,ARG,2016,43900313,32
Sudan,SDN,2016,41259892,33
Algeria,DZA,2016,40850721,34
Uganda,UGA,2016,38799152,35
Iraq,IRQ,2016,38469627,36
Poland,POL,2016,37970087,37
Canada,CAN,2016,36110803,38
Morocco,MAR,2016,35023457,39
Afghanistan,AFG,2016,34700612,40
"Yemen, Rep.",YEM,2016,32109010,41
Malaysia,MYS,2016,31789685,42
Uzbekistan,UZB,2016,31284568,43
Saudi Arabia,SAU,2016,30954198,44
Peru,PER,2016,30866494,45
"Venezuela, RB",VEN,2016,30765720,46
Ghana,GHA,2016,29356742,47
Angola,AGO,2016,29183070,48
Nepal,NPL,2016,27955462,49
Mozambique,MOZ,2016,27337105,50
China,CHN,2017,1396215000,1
India,IND,2017,1359657400,2
United States,USA,2017,326608609,3
Indonesia,IDN,2017,267346658,4
Pakistan,PAK,2017,223273967,5
Brazil,BRA,2017,204703445,6
Nigeria,NGA,2017,200254579,7
Bangladesh,BGD,2017,162186147,8
Russian Federation,RUS,2017,145293260,9
Japan,JPN,2017,126972000,10
Mexico,MEX,2017,123400057,11
Ethiopia,ETH,2017,109666481,12
Philippines,PHL,2017,108119693,13
"Egypt, Arab Rep.",EGY,2017,103696057,14
Viet Nam,VNM,2017,95176977,15
"Congo, Dem. Rep.",COD,2017,87083398,16
"Iran, Islamic Rep.",IRN,2017,85026754,17
Germany,DEU,2017,82657002,18
Turkiye,TUR,2017,80312698,19
Thailand,THA,2017,71160187,20
France,FRA,2017,66918020,21
United Kingdom,GBR,2017,65966000,22
Italy,ITA,2017,60002252,23
South Africa,ZAF,2017,57635162,24
Tanzania,TZA,2017,55652890,25
Myanmar,MMR,2017,51894938,26
"Korea, Rep.",KOR,2017,51361911,27
Kenya,KEN,2017,49197766,28
Colombia,COL,2017,48131078,29
Spain,ESP,2017,46571232,30
Ukraine,UKR,2017,45436041,31
Argentina,ARG,2017,44288894,32
Sudan,SDN,2017,42714306,33
Algeria,DZA,2017,41689299,34
Uganda,UGA,2017,40177388,35
Iraq,IRQ,2017,39337353,36
Poland,POL,2017,37974826,37
Canada,CAN,2017,36545075,38
Afghanistan,AFG,2017,35688935,39
Morocco,MAR,2017,35446392,40
"Yemen, Rep.",YEM,2017,33090921,41
Malaysia,MYS,2017,32355644,42
Uzbekistan,UZB,2017,31819178,43
Peru,PER,2017,31324637,44
Saudi Arabia,SAU,2017,30977355,45
"Venezuela, RB",VEN,2017,30565323,46
Angola,AGO,2017,30234839,47
Ghana,GHA,2017,30008354,48
Mozambique,MOZ,2017,28166393,49
Nepal,NPL,2017,28011258,50
China,CHN,2018,1402760000,1
India,IND,2018,1374659064,2
United States,USA,2018,328529577,3
Indonesia,IDN,2018,269951846,4
Pakistan,PAK,2018,226928892,5
Brazil,BRA,2018,206107261,6
Nigeria,NGA,2018,204938755,7
Bangladesh,BGD,2018,163523103,8
Russian Federation,RUS,2018,145398106,9
Japan,JPN,2018,126811000,10
Mexico,MEX,2018,124573711,11
Ethiopia,ETH,2018,112664152,12
Philippines,PHL,2018,109465287,13
"Egypt, Arab Rep.",EGY,2018,105682094,14
Viet Nam,VNM,2018,96237319,15
"Congo, Dem. Rep.",COD,2018,90047644,16
"Iran, Islamic Rep.",IRN,2018,86117998,17
Germany,DEU,2018,82905782,18
Turkiye,TUR,2018,81407204,19
Thailand,THA,2018,71376079,20
France,FRA,2018,67158348,21
United Kingdom,GBR,2018,66289000,22
Italy,ITA,2018,60148658,23
South Africa,ZAF,2018,58613001,24
Tanzania,TZA,2018,57437145,25
Myanmar,MMR,2018,52272247,26
"Korea, Rep.",KOR,2018,51585058,27
Kenya,KEN,2018,50207107,28
Colombia,COL,2018,49024465,29
Spain,ESP,2018,46782011,30
Ukraine,UKR,2018,45208907,31
Argentina,ARG,2018,44654882,32
Sudan,SDN,2018,44230596,33
Algeria,DZA,2018,42505035,34
Uganda,UGA,2018,41565831,35
Iraq,IRQ,2018,40265624,36
Poland,POL,2018,37974750,37
Canada,CAN,2018,37072620,38
Afghanistan,AFG,2018,36743039,39
Morocco,MAR,2018,35839760,40
"Yemen, Rep.",YEM,2018,34085182,41
Malaysia,MYS,2018,32910967,42
Uzbekistan,UZB,2018,32373490,43
Peru,PER,2018,31897584,44
Angola,AGO,2018,31297155,45
Ghana,GHA,2018,30637585,46
Saudi Arabia,SAU,2018,30196281,47
"Venezuela, RB",VEN,2018,29807592,48
Mozambique,MOZ,2018,29018644,49
Nepal,NPL,2018,28079689,50
China,CHN,2019,1407745000,1
India,IND,2019,1389030312,2
United States,USA,2019,330226227,3
Indonesia,IDN,2019,272489381,4
Pakistan,PAK,2019,230800899,5
Nigeria,NGA,2019,209485641,6
Brazil,BRA,2019,207455459,7
Bangladesh,BGD,2019,164913055,8
Russian Federation,RUS,2019,145453291,9
Japan,JPN,2019,126633000,10
Mexico,MEX,2019,125762982,11
Ethiopia,ETH,2019,115737383,12
Philippines,PHL,2019,110804683,13
"Egypt, Arab Rep.",EGY,2019,107553158,14
Viet Nam,VNM,2019,97173776,15
"Congo, Dem. Rep.",COD,2019,92947442,16
"Iran, Islamic Rep.",IRN,2019,87051648,17
Germany,DEU,2019,83092962,18
Turkiye,TUR,2019,82579440,19
Thailand,THA,2019,71522271,20
France,FRA,2019,67382061,21
United Kingdom,GBR,2019,66631000,22
Italy,ITA,2019,59729081,23
South Africa,ZAF,2019,59587885,24
Tanzania,TZA,2019,59174891,25
Myanmar,MMR,2019,52640713,26
"Korea, Rep.",KOR,2019,51764822,27
Kenya,KEN,2019,51202827,28
Colombia,COL,2019,49907985,29
Spain,ESP,2019,47118501,30
Sudan,SDN,2019,45548175,31
Argentina,ARG,2019,44973465,32
Ukraine,UKR,2019,44957458,33
Algeria,DZA,2019,43294546,34
Uganda,UGA,2019,42999637,35
Iraq,IRQ,2019,41192171,36
Poland,POL,2019,37965475,37
Afghanistan,AFG,2019,37856121,38
Canada,CAN,2019,37618495,39
Morocco,MAR,2019,36210898,40
"Yemen, Rep.",YEM,2019,35111408,41
Malaysia,MYS,2019,33440596,42
Uzbekistan,UZB,2019,32964701,43
Peru,PER,2019,32449303,44
Angola,AGO,2019,32375632,45
Ghana,GHA,2019,31258945,46
Saudi Arabia,SAU,2019,30063799,47
Mozambique,MOZ,2019,29884380,48
"Venezuela, RB",VEN,2019,28938098,49
Nepal,NPL,2019,28414064,50
China,CHN,2020,1411100000,1
India,IND,2020,1402617695,2
United States,USA,2020,331577720,3
Indonesia,IDN,2020,274814866,4
Pakistan,PAK,2020,235001746,5
Nigeria,NGA,2020,213996181,6
Brazil,BRA,2020,208660842,7
Bangladesh,BGD,2020,166298024,8
Russian Federation,RUS,2020,145245148,9
Mexico,MEX,2020,126799054,10
Japan,JPN,2020,126261000,11
Ethiopia,ETH,2020,118917671,12
Philippines,PHL,2020,112081264,13
"Egypt, Arab Rep.",EGY,2020,109315124,14
Viet Nam,VNM,2020,98079191,15
"Congo, Dem. Rep.",COD,2020,95989998,16
"Iran, Islamic Rep.",IRN,2020,87723443,17
Turkiye,TUR,2020,83384680,18
Germany,DEU,2020,83160871,19
Thailand,THA,2020,71641484,20
France,FRA,2020,67601110,21
United Kingdom,GBR,2020,66744000,22
Tanzania,TZA,2020,60972798,23
South Africa,ZAF,2020,60562381,24
Italy,ITA,2020,59438851,25
Myanmar,MMR,2020,53016522,26
Kenya,KEN,2020,52217334,27
"Korea, Rep.",KOR,2020,51836239,28
Colombia,COL,2020,50629997,29
Spain,ESP,2020,47359424,30
Sudan,SDN,2020,46789231,31
Argentina,ARG,2020,45191965,32
Ukraine,UKR,2020,44680014,33
Uganda,UGA,2020,44457152,34
Algeria,DZA,2020,44042091,35
Iraq,IRQ,2020,42116605,36
Afghanistan,AFG,2020,39068979,37
Canada,CAN,2020,38028638,38
Poland,POL,2020,37515748,39
Morocco,MAR,2020,36584208,40
"Yemen, Rep.",YEM,2020,36134863,41
Malaysia,MYS,2020,33889558,42
Uzbekistan,UZB,2020,33586372,43
Angola,AGO,2020,33451132,44
Peru,PER,2020,32838579,45
Ghana,GHA,2020,31887809,46
Saudi Arabia,SAU,2020,31552510,47
Mozambique,MOZ,2020,30783688,48
Nepal,NPL,2020,28966574,49
Madagascar,MDG,2020,28953556,50
India,IND,2021,1414203896,1
China,CHN,2021,1412360000,2
United States,USA,2021,332099760,3
Indonesia,IDN,2021,276758053,4
Pakistan,PAK,2021,239477801,5
Nigeria,NGA,2021,218529286,6
Brazil,BRA,2021,209550294,7
Bangladesh,BGD,2021,167658854,8
Russian Federation,RUS,2021,144746762,9
Mexico,MEX,2021,127648148,10
Japan,JPN,2021,125681593,11
Ethiopia,ETH,2021,122138588,12
Philippines,PHL,2021,113100950,13
"Egypt, Arab Rep.",EGY,2021,110957008,14
"Congo, Dem. Rep.",COD,2021,99148932,15
Viet Nam,VNM,2021,98935098,16
"Iran, Islamic Rep.",IRN,2021,88455488,17
Turkiye,TUR,2021,84147318,18
Germany,DEU,2021,83196078,19
Thailand,THA,2021,71727332,20
France,FRA,2021,67842811,21
United Kingdom,GBR,2021,66984000,22
Tanzania,TZA,2021,62830412,23
South Africa,ZAF,2021,61502603,24
Italy,ITA,2021,59133173,25
Myanmar,MMR,2021,53387102,26
Kenya,KEN,2021,53219166,27
"Korea, Rep.",KOR,2021,51769539,28
Colombia,COL,2021,51188173,29
Sudan,SDN,2021,48066924,30
Spain,ESP,2021,47443821,31
Uganda,UGA,2021,45910930,32
Argentina,ARG,2021,45312281,33
Algeria,DZA,2021,44761099,34
Ukraine,UKR,2021,44298640,35
Iraq,IRQ,2021,43071211,36
Afghanistan,AFG,2021,40000412,37
Canada,CAN,2021,38239864,38
"Yemen, Rep.",YEM,2021,37140230,39
Poland,POL,2021,36981559,40
Morocco,MAR,2021,36954442,41
Angola,AGO,2021,34532429,42
Malaysia,MYS,2021,34282399,43
Uzbekistan,UZB,2021,34243696,44
Peru,PER,2021,33155882,45
Ghana,GHA,2021,32518665,46
Mozambique,MOZ,2021,31707800,47
Saudi Arabia,SAU,2021,30784383,48
Madagascar,MDG,2021,29691083,49
Cote d'Ivoire,CIV,2021,29639736,50
India,IND,2022,1425423212,1
China,CHN,2022,1412175000,2
United States,USA,2022,334017321,3
Indonesia,IDN,2022,278830529,4
Pakistan,PAK,2022,243700667,5
Nigeria,NGA,2022,223150896,6
Brazil,BRA,2022,210306415,7
Bangladesh,BGD,2022,169384897,8
Russian Federation,RUS,2022,144236933,9
Mexico,MEX,2022,128613117,10
Ethiopia,ETH,2022,125384287,11
Japan,JPN,2022,125124989,12
Philippines,PHL,2022,113964338,13
"Egypt, Arab Rep.",EGY,2022,112618250,14
"Congo, Dem. Rep.",COD,2022,102396968,15
Viet Nam,VNM,2022,99680655,16
"Iran, Islamic Rep.",IRN,2022,89524246,17
Turkiye,TUR,2022,84979913,18
Germany,DEU,2022,83177813,19
Thailand,THA,2022,71735329,20
France,FRA,2022,68184457,21
United Kingdom,GBR,2022,67604000,22
Tanzania,TZA,2022,64711821,23
South Africa,ZAF,2022,62378410,24
Italy,ITA,2022,59013667,25
Kenya,KEN,2022,54252461,26
Myanmar,MMR,2022,53756787,27
Colombia,COL,2022,51737944,28
"Korea, Rep.",KOR,2022,51672569,29
Sudan,SDN,2022,49383346,30
Spain,ESP,2022,47786102,31
Uganda,UGA,2022,47312719,32
Algeria,DZA,2022,45477389,33
Argentina,ARG,2022,45407904,34
Iraq,IRQ,2022,44070551,35
Ukraine,UKR,2022,41048766,36
Afghanistan,AFG,2022,40578842,37
Canada,CAN,2022,38935934,38
"Yemen, Rep.",YEM,2022,38222876,39
Morocco,MAR,2022,37329064,40
Poland,POL,2022,36821749,41
Angola,AGO,2022,35635029,42
Uzbekistan,UZB,2022,34938955,43
Malaysia,MYS,2022,34695493,44
Peru,PER,2022,33475438,45
Ghana,GHA,2022,33149152,46
Mozambique,MOZ,2022,32656246,47
Saudi Arabia,SAU,2022,32175224,48
Madagascar,MDG,2022,30437261,49
Cote d'Ivoire,CIV,2022,30395002,50
India,IND,2023,1438069596,1
China,CHN,2023,1410710000,2
United States,USA,2023,336806231,3
Indonesia,IDN,2023,281190067,4
Pakistan,PAK,2023,247504495,5
Nigeria,NGA,2023,227882945,6
Brazil,BRA,2023,211140729,7
Bangladesh,BGD,2023,171466990,8
Russian Federation,RUS,2023,143826130,9
Mexico,MEX,2023,129739759,10
Ethiopia,ETH,2023,128691692,11
Japan,JPN,2023,124516650,12
Philippines,PHL,2023,114891199,13
"Egypt, Arab Rep.",EGY,2023,114535772,14
"Congo, Dem. Rep.",COD,2023,105789731,15
Viet Nam,VNM,2023,100352192,16
"Iran, Islamic Rep.",IRN,2023,90608707,17
Turkiye,TUR,2023,85325965,18
Germany,DEU,2023,83287273,19
Thailand,THA,2023,71702435,20
United Kingdom,GBR,2023,68492000,21
France,FRA,2023,68372286,22
Tanzania,TZA,2023,66617606,23
South Africa,ZAF,2023,63212384,24
Italy,ITA,2023,58984216,25
Kenya,KEN,2023,55339003,26
Myanmar,MMR,2023,54133798,27
Colombia,COL,2023,52321152,28
"Korea, Rep.",KOR,2023,51712619,29
Sudan,SDN,2023,50042791,30
Uganda,UGA,2023,48656601,31
Spain,ESP,2023,48352528,32
Algeria,DZA,2023,46164219,33
Argentina,ARG,2023,45538401,34
Iraq,IRQ,2023,45074049,35
Afghanistan,AFG,2023,41454761,36
Canada,CAN,2023,40083484,37
"Yemen, Rep.",YEM,2023,39390799,38
Ukraine,UKR,2023,37732836,39
Morocco,MAR,2023,37712505,40
Angola,AGO,2023,36749906,41
Poland,POL,2023,36687353,42
Uzbekistan,UZB,2023,35652307,43
Malaysia,MYS,2023,35126298,44
Peru,PER,2023,33845617,45
Ghana,GHA,2023,33787914,46
Saudi Arabia,SAU,2023,33702731,47
Mozambique,MOZ,2023,33635160,48
Madagascar,MDG,2023,31195932,49
Cote d'Ivoire,CIV,2023,31165654,50
India,IND,2024,1450935791,1
China,CHN,2024,1408975000,2
United States,USA,2024,340110988,3
Indonesia,IDN,2024,283487931,4
Pakistan,PAK,2024,251269164,5
Nigeria,NGA,2024,232679478,6
Brazil,BRA,2024,211998573,7
Bangladesh,BGD,2024,173562364,8
Russian Federation,RUS,2024,143533851,9
Ethiopia,ETH,2024,132059767,10
Mexico,MEX,2024,130861007,11
Japan,JPN,2024,123975371,12
"Egypt, Arab Rep.",EGY,2024,116538258,13
Philippines,PHL,2024,115843670,14
"Congo, Dem. Rep.",COD,2024,109276265,15
Viet Nam,VNM,2024,100987686,16
"Iran, Islamic Rep.",IRN,2024,91567738,17
Turkiye,TUR,2024,85518661,18
Germany,DEU,2024,83516593,19
Thailand,THA,2024,71668011,20
United Kingdom,GBR,2024,69226000,21
Tanzania,TZA,2024,68560157,22
France,FRA,2024,68551653,23
South Africa,ZAF,2024,64007187,24
Italy,ITA,2024,58952704,25
Kenya,KEN,2024,56432944,26
Myanmar,MMR,2024,54500091,27
Colombia,COL,2024,52886363,28
"Korea, Rep.",KOR,2024,51751065,29
Sudan,SDN,2024,50448963,30
Uganda,UGA,2024,50015092,31
Spain,ESP,2024,48848840,32
Algeria,DZA,2024,46814308,33
Iraq,IRQ,2024,46042015,34
Argentina,ARG,2024,45696159,35
Afghanistan,AFG,2024,42647492,36
Canada,CAN,2024,41288599,37
"Yemen, Rep.",YEM,2024,40583164,38
Morocco,MAR,2024,38081173,39
Angola,AGO,2024,37885849,40
Ukraine,UKR,2024,37860221,41
Poland,POL,2024,36559233,42
Uzbekistan,UZB,2024,36361859,43
Malaysia,MYS,2024,35557673,44
Saudi Arabia,SAU,2024,35300280,45
Mozambique,MOZ,2024,34631766,46
Ghana,GHA,2024,34427414,47
Peru,PER,2024,34217848,48
Madagascar,MDG,2024,31964956,49
Cote d'Ivoire,CIV,2024,31934230,50
