country_name,country_code,year,population,rank
China,CHN,1960,667070000,1
India,IND,1960,435990338,2
United States,USA,1960,180671000,3
Russian Federation,RUS,1960,119897000,4
Japan,JPN,1960,93216000,5
Indonesia,IDN,1960,88296070,6
Germany,DEU,1960,72814900,7
Brazil,BRA,1960,72388126,8
United Kingdom,GBR,1960,52400000,9
Bangladesh,BGD,1960,51828660,10
Italy,ITA,1960,50199700,11
France,FRA,1960,47412964,12
Pakistan,PAK,1960,45709310,13
Nigeria,NGA,1960,45053782,14
Ukraine,UKR,1960,42824093,15
Mexico,MEX,1960,36724615,16
Viet Nam,VNM,1960,32531933,17
Spain,ESP,1960,30455000,18
Poland,POL,1960,29637450,19
Turkiye,TUR,1960,28329898,20
Philippines,PHL,1960,27891897,21
"Egypt, Arab Rep.",EGY,1960,26896479,22
Thailand,THA,1960,26851747,23
"Korea, Rep.",KOR,1960,25012374,24
Myanmar,MMR,1960,21730250,25
"Iran, Islamic Rep.",IRN,1960,21470434,26
Ethiopia,ETH,1960,21376693,27
Argentina,ARG,1960,20386045,28
Romania,ROU,1960,18406905,29
Canada,CAN,1960,17909356,30
South Africa,ZAF,1960,16440172,31
Colombia,COL,1960,15606209,32
"Congo, Dem. Rep.",COD,1960,15264846,33
"Korea, Dem. People's Rep.",PRK,1960,11722953,34
Morocco,MAR,1960,11624933,35
Netherlands,NLD,1960,11486631,36
Algeria,DZA,1960,11424922,37
Australia,AUS,1960,10276477,38
Peru,PER,1960,10174127,39
Nepal,NPL,1960,10123658,40
Hungary,HUN,1960,9983512,41
Tanzania,TZA,1960,9901419,42
Sri Lanka,LKA,1960,9661389,43
Czechia,CZE,1960,9602006,44
Kazakhstan,KAZ,1960,9429981,45
Belgium,BEL,1960,9153489,46
Afghanistan,AFG,1960,9035043,47
Portugal,PRT,1960,8857716,48
Sudan,SDN,1960,8364489,49
Greece,GRC,1960,8331725,50
China,CHN,1961,660330000,1
India,IND,1961,446564729,2
United States,USA,1961,183691000,3
Russian Federation,RUS,1961,121236000,4
Japan,JPN,1961,94055000,5
Indonesia,IDN,1961,90791249,6
Brazil,BRA,1961,74605447,7
Germany,DEU,1961,73377632,8
Bangladesh,BGD,1961,53310348,9
United Kingdom,GBR,1961,52800000,10
Italy,ITA,1961,50536350,11
France,FRA,1961,47905982,12
Pakistan,PAK,1961,46921277,13
Nigeria,NGA,1961,45989310,14
Ukraine,UKR,1961,43399766,15
Mexico,MEX,1961,37890118,16
Viet Nam,VNM,1961,33409059,17
Spain,ESP,1961,30739250,18
Poland,POL,1961,29964000,19
Turkiye,TUR,1961,29119238,20
Philippines,PHL,1961,28792621,21
Thailand,THA,1961,27650334,22
"Egypt, Arab Rep.",EGY,1961,27600898,23
"Korea, Rep.",KOR,1961,25765673,24
Myanmar,MMR,1961,22210581,25
"Iran, Islamic Rep.",IRN,1961,22125726,26
Ethiopia,ETH,1961,21906102,27
Argentina,ARG,1961,20726276,28
Romania,ROU,1961,18555250,29
Canada,CAN,1961,18271000,30
South Africa,ZAF,1961,16908035,31
Colombia,COL,1961,16095203,32
"Congo, Dem. Rep.",COD,1961,15662374,33
"Korea, Dem. People's Rep.",PRK,1961,11990713,34
Morocco,MAR,1961,11931085,35
Netherlands,NLD,1961,11638712,36
Algeria,DZA,1961,11628883,37
Australia,AUS,1961,10483000,38
Peru,PER,1961,10475123,39
Nepal,NPL,1961,10318396,40
Tanzania,TZA,1961,10187886,41
Hungary,HUN,1961,10027958,42
Sri Lanka,LKA,1961,9899372,43
Kazakhstan,KAZ,1961,9742085,44
Czechia,CZE,1961,9586651,45
Afghanistan,AFG,1961,9214083,46
Belgium,BEL,1961,9183948,47
Portugal,PRT,1961,8929316,48
Sudan,SDN,1961,8634941,49
Uzbekistan,UZB,1961,8517711,50
China,CHN,1962,665770000,1
India,IND,1962,457283090,2
United States,USA,1962,186538000,3
Russian Federation,RUS,1962,122591000,4
Japan,JPN,1962,94933000,5
Indonesia,IDN,1962,93375850,6
Brazil,BRA,1962,76865323,7
Germany,DEU,1962,74025784,8
Bangladesh,BGD,1962,54881146,9
United Kingdom,GBR,1962,53250000,10
Italy,ITA,1962,50879450,11
France,FRA,1962,48389516,12
Pakistan,PAK,1962,48156128,13
Nigeria,NGA,1962,46965292,14
Ukraine,UKR,1962,43943674,15
Mexico,MEX,1962,39129200,16
Viet Nam,VNM,1962,34288560,17
Spain,ESP,1962,31023366,18
Poland,POL,1962,30308500,19
Turkiye,TUR,1962,29916147,20
Philippines,PHL,1962,29723536,21
Thailand,THA,1962,28481040,22
"Egypt, Arab Rep.",EGY,1962,28337013,23
"Korea, Rep.",KOR,1962,26513030,24
"Iran, Islamic Rep.",IRN,1962,22807907,25
Myanmar,MMR,1962,22704719,26
Ethiopia,ETH,1962,22465126,27
Argentina,ARG,1962,21072538,28
Romania,ROU,1962,18676550,29
Canada,CAN,1962,18614000,30
South Africa,ZAF,1962,17418522,31
Colombia,COL,1962,16599029,32
"Congo, Dem. Rep.",COD,1962,16075724,33
"Korea, Dem. People's Rep.",PRK,1962,12262882,34
Morocco,MAR,1962,12253092,35
Netherlands,NLD,1962,11805689,36
Algeria,DZA,1962,11800771,37
Peru,PER,1962,10784612,38
Australia,AUS,1962,10742000,39
Nepal,NPL,1962,10521116,40
Tanzania,TZA,1962,10487756,41
Sri Lanka,LKA,1962,10143754,42
Hungary,HUN,1962,10060825,43
Kazakhstan,KAZ,1962,10058928,44
Czechia,CZE,1962,9624660,45
Afghanistan,AFG,1962,9404406,46
Belgium,BEL,1962,9220578,47
Portugal,PRT,1962,8993985,48
Sudan,SDN,1962,8919028,49
Uzbekistan,UZB,1962,8854368,50
China,CHN,1963,682335000,1
India,IND,1963,468138575,2
United States,USA,1963,189242000,3
Russian Federation,RUS,1963,123960000,4
Indonesia,IDN,1963,96051424,5
Japan,JPN,1963,95900000,6
Brazil,BRA,1963,79164235,7
Germany,DEU,1963,74714353,8
Bangladesh,BGD,1963,56504402,9
United Kingdom,GBR,1963,53650000,10
Italy,ITA,1963,51252000,11
Pakistan,PAK,1963,49447776,12
France,FRA,1963,48877567,13
Nigeria,NGA,1963,47973575,14
Ukraine,UKR,1963,44462372,15
Mexico,MEX,1963,40424065,16
Viet Nam,VNM,1963,35249101,17
Spain,ESP,1963,31296651,18
Turkiye,TUR,1963,30726841,19
Poland,POL,1963,30712000,20
Philippines,PHL,1963,30674731,21
Thailand,THA,1963,29342322,22
"Egypt, Arab Rep.",EGY,1963,29091869,23
"Korea, Rep.",KOR,1963,27261747,24
"Iran, Islamic Rep.",IRN,1963,23519005,25
Myanmar,MMR,1963,23213408,26
Ethiopia,ETH,1963,23051637,27
Argentina,ARG,1963,21421705,28
Canada,CAN,1963,18964000,29
Romania,ROU,1963,18797850,30
South Africa,ZAF,1963,17954564,31
Colombia,COL,1963,17113823,32
"Congo, Dem. Rep.",COD,1963,16507599,33
Morocco,MAR,1963,12577502,34
"Korea, Dem. People's Rep.",PRK,1963,12567057,35
Algeria,DZA,1963,11982118,36
Netherlands,NLD,1963,11965966,37
Peru,PER,1963,11102099,38
Australia,AUS,1963,10950000,39
Tanzania,TZA,1963,10799528,40
Nepal,NPL,1963,10729818,41
Sri Lanka,LKA,1963,10395040,42
Kazakhstan,KAZ,1963,10377466,43
Hungary,HUN,1963,10087947,44
Czechia,CZE,1963,9670685,45
Afghanistan,AFG,1963,9604487,46
Belgium,BEL,1963,9289770,47
Sudan,SDN,1963,9218077,48
Uzbekistan,UZB,1963,9202246,49
"Venezuela, RB",VEN,1963,9064021,50
China,CHN,1964,698355000,1
India,IND,1964,479229598,2
United States,USA,1964,191889000,3
Russian Federation,RUS,1964,125345000,4
Indonesia,IDN,1964,98833749,5
Japan,JPN,1964,96903000,6
Brazil,BRA,1964,81488595,7
Germany,DEU,1964,75318337,8
Bangladesh,BGD,1964,58178374,9
United Kingdom,GBR,1964,54000000,10
Italy,ITA,1964,51675350,11
Pakistan,PAK,1964,50799999,12
France,FRA,1964,49401492,13
Nigeria,NGA,1964,49012016,14
Ukraine,UKR,1964,44951156,15
Mexico,MEX,1964,41772049,16
Viet Nam,VNM,1964,36201563,17
Philippines,PHL,1964,31643032,18
Spain,ESP,1964,31609195,19
Turkiye,TUR,1964,31543072,20
Poland,POL,1964,31139450,21
Thailand,THA,1964,30232141,22
"Egypt, Arab Rep.",EGY,1964,29858922,23
"Korea, Rep.",KOR,1964,27984155,24
"Iran, Islamic Rep.",IRN,1964,24262859,25
Myanmar,MMR,1964,23737315,26
Ethiopia,ETH,1964,23666548,27
Argentina,ARG,1964,21769453,28
Canada,CAN,1964,19325000,29
Romania,ROU,1964,18919126,30
South Africa,ZAF,1964,18511361,31
Colombia,COL,1964,17637411,32
"Congo, Dem. Rep.",COD,1964,16955327,33
Morocco,MAR,1964,12898886,34
"Korea, Dem. People's Rep.",PRK,1964,12889770,35
Algeria,DZA,1964,12179813,36
Netherlands,NLD,1964,12127120,37
Peru,PER,1964,11427978,38
Australia,AUS,1964,11167000,39
Tanzania,TZA,1964,11127826,40
Nepal,NPL,1964,10946392,41
Kazakhstan,KAZ,1964,10690309,42
Sri Lanka,LKA,1964,10653397,43
Hungary,HUN,1964,10119835,44
Afghanistan,AFG,1964,9814318,45
Czechia,CZE,1964,9727804,46
Uzbekistan,UZB,1964,9557611,47
Sudan,SDN,1964,9531109,48
Belgium,BEL,1964,9378113,49
"Venezuela, RB",VEN,1964,9377712,50
China,CHN,1965,715185000,1
India,IND,1965,490140146,2
United States,USA,1965,194303000,3
Russian Federation,RUS,1965,126745000,4
Indonesia,IDN,1965,101365130,5
Japan,JPN,1965,97952000,6
Brazil,BRA,1965,83817583,7
Germany,DEU,1965,75963695,8
Bangladesh,BGD,1965,59902519,9
United Kingdom,GBR,1965,54348050,10
Pakistan,PAK,1965,52209010,11
Italy,ITA,1965,52112350,12
Nigeria,NGA,1965,50086764,13
France,FRA,1965,49877725,14
Ukraine,UKR,1965,45386892,15
Mexico,MEX,1965,43174477,16
Viet Nam,VNM,1965,37129656,17
Philippines,PHL,1965,32625316,18
Turkiye,TUR,1965,32345220,19
Spain,ESP,1965,31954292,20
Poland,POL,1965,31444950,21
Thailand,THA,1965,31149337,22
"Egypt, Arab Rep.",EGY,1965,30629174,23
"Korea, Rep.",KOR,1965,28704674,24
"Iran, Islamic Rep.",IRN,1965,25036978,25
Ethiopia,ETH,1965,24310612,26
Myanmar,MMR,1965,24279431,27
Argentina,ARG,1965,22112629,28
Canada,CAN,1965,19678000,29
South Africa,ZAF,1965,19089380,30
Romania,ROU,1965,19031576,31
Colombia,COL,1965,18169050,32
"Congo, Dem. Rep.",COD,1965,17427802,33
Morocco,MAR,1965,13239171,34
"Korea, Dem. People's Rep.",PRK,1965,13219369,35
Algeria,DZA,1965,12365976,36
Netherlands,NLD,1965,12294732,37
Peru,PER,1965,11761085,38
Tanzania,TZA,1965,11470728,39
Australia,AUS,1965,11388000,40
Nepal,NPL,1965,11173411,41
Kazakhstan,KAZ,1965,10993183,42
Sri Lanka,LKA,1965,10916965,43
Hungary,HUN,1965,10147935,44
Afghanistan,AFG,1965,10036008,45
Uzbekistan,UZB,1965,9921681,46
Sudan,SDN,1965,9858030,47
Czechia,CZE,1965,9779358,48
"Venezuela, RB",VEN,1965,9697790,49
Belgium,BEL,1965,9463667,50
China,CHN,1966,735400000,1
India,IND,1966,500740247,2
United States,USA,1966,196560000,3
Russian Federation,RUS,1966,127468000,4
Indonesia,IDN,1966,103792754,5
Japan,JPN,1966,98851000,6
Brazil,BRA,1966,86139359,7
Germany,DEU,1966,76600311,8
Bangladesh,BGD,1966,61669806,9
United Kingdom,GBR,1966,54648500,10
Pakistan,PAK,1966,53678667,11
Italy,ITA,1966,52519000,12
Nigeria,NGA,1966,51188234,13
France,FRA,1966,50311637,14
Ukraine,UKR,1966,45802519,15
Mexico,MEX,1966,44629106,16
Viet Nam,VNM,1966,38024836,17
Philippines,PHL,1966,33617170,18
Turkiye,TUR,1966,33177672,19
Spain,ESP,1966,32283194,20
Thailand,THA,1966,32086071,21
Poland,POL,1966,31681000,22
"Egypt, Arab Rep.",EGY,1966,31406541,23
"Korea, Rep.",KOR,1966,29435571,24
"Iran, Islamic Rep.",IRN,1966,25829270,25
Ethiopia,ETH,1966,24952689,26
Myanmar,MMR,1966,24836496,27
Argentina,ARG,1966,22453893,28
Canada,CAN,1966,20048000,29
South Africa,ZAF,1966,19690087,30
Romania,ROU,1966,19215450,31
Colombia,COL,1966,18702688,32
"Congo, Dem. Rep.",COD,1966,17931929,33
Morocco,MAR,1966,13597065,34
"Korea, Dem. People's Rep.",PRK,1966,13569094,35
Algeria,DZA,1966,12590069,36
Netherlands,NLD,1966,12456251,37
Peru,PER,1966,12101297,38
Tanzania,TZA,1966,11827459,39
Australia,AUS,1966,11651000,40
Nepal,NPL,1966,11408710,41
Kazakhstan,KAZ,1966,11288989,42
Sri Lanka,LKA,1966,11183928,43
Uzbekistan,UZB,1966,10289294,44
Afghanistan,AFG,1966,10266395,45
Sudan,SDN,1966,10197578,46
Hungary,HUN,1966,10178653,47
"Venezuela, RB",VEN,1966,10024854,48
Czechia,CZE,1966,9821040,49
Kenya,KEN,1966,9717816,50
China,CHN,1967,754550000,1
India,IND,1967,511606372,2
United States,USA,1967,198712000,3
Russian Federation,RUS,1967,128196000,4
Indonesia,IDN,1967,106526393,5
Japan,JPN,1967,99879000,6
Brazil,BRA,1967,88446124,7
Germany,DEU,1967,76951336,8
Bangladesh,BGD,1967,63510929,9
Pakistan,PAK,1967,55214768,10
United Kingdom,GBR,1967,54943600,11
Italy,ITA,1967,52900500,12
Nigeria,NGA,1967,52293065,13
France,FRA,1967,50722791,14
Ukraine,UKR,1967,46215988,15
Mexico,MEX,1967,46129608,16
Viet Nam,VNM,1967,38895080,17
Philippines,PHL,1967,34621320,18
Turkiye,TUR,1967,34050421,19
Thailand,THA,1967,33037801,20
Spain,ESP,1967,32682947,21
"Egypt, Arab Rep.",EGY,1967,32196360,22
Poland,POL,1967,31987155,23
"Korea, Rep.",KOR,1967,30130983,24
"Iran, Islamic Rep.",IRN,1967,26628432,25
Ethiopia,ETH,1967,25620276,26
Myanmar,MMR,1967,25406429,27
Argentina,ARG,1967,22799059,28
Canada,CAN,1967,20412000,29
South Africa,ZAF,1967,20314066,30
Romania,ROU,1967,19534242,31
Colombia,COL,1967,19235618,32
"Congo, Dem. Rep.",COD,1967,18462782,33
Morocco,MAR,1967,13968175,34
"Korea, Dem. People's Rep.",PRK,1967,13958350,35
Algeria,DZA,1967,12876118,36
Netherlands,NLD,1967,12598201,37
Peru,PER,1967,12448814,38
Tanzania,TZA,1967,12200109,39
Australia,AUS,1967,11799000,40
Nepal,NPL,1967,11652716,41
Kazakhstan,KAZ,1967,11584428,42
Sri Lanka,LKA,1967,11457328,43
Uzbekistan,UZB,1967,10659180,44
Sudan,SDN,1967,10550597,45
Afghanistan,AFG,1967,10505959,46
"Venezuela, RB",VEN,1967,10358513,47
Hungary,HUN,1967,10216604,48
Kenya,KEN,1967,10111057,49
Czechia,CZE,1967,9852899,50
China,CHN,1968,774510000,1
India,IND,1968,522716889,2
United States,USA,1968,200706000,3
Russian Federation,RUS,1968,128928000,4
Indonesia,IDN,1968,109450006,5
Japan,JPN,1968,101011000,6
Brazil,BRA,1968,90741240,7
Germany,DEU,1968,77294314,8
Bangladesh,BGD,1968,65408276,9
Pakistan,PAK,1968,56810507,10
United Kingdom,GBR,1968,55211700,11
Nigeria,NGA,1968,53432783,12
Italy,ITA,1968,53235750,13
France,FRA,1968,51112980,14
Mexico,MEX,1968,47668303,15
Ukraine,UKR,1968,46614325,16
Viet Nam,VNM,1968,39734609,17
Philippines,PHL,1968,35638342,18
Turkiye,TUR,1968,34921684,19
Thailand,THA,1968,34002560,20
Spain,ESP,1968,33113134,21
"Egypt, Arab Rep.",EGY,1968,32998319,22
Poland,POL,1968,32294655,23
"Korea, Rep.",KOR,1968,30838302,24
"Iran, Islamic Rep.",IRN,1968,27437391,25
Ethiopia,ETH,1968,26337930,26
Myanmar,MMR,1968,25989662,27
Argentina,ARG,1968,23150583,28
South Africa,ZAF,1968,20957287,29
Canada,CAN,1968,20744000,30
Romania,ROU,1968,19799831,31
Colombia,COL,1968,19766796,32
"Congo, Dem. Rep.",COD,1968,19012189,33
"Korea, Dem. People's Rep.",PRK,1968,14365596,34
Morocco,MAR,1968,14347899,35
Algeria,DZA,1968,13172614,36
Peru,PER,1968,12803993,37
Netherlands,NLD,1968,12729721,38
Tanzania,TZA,1968,12602076,39
Australia,AUS,1968,12009000,40
Nepal,NPL,1968,11906266,41
Kazakhstan,KAZ,1968,11879182,42
Sri Lanka,LKA,1968,11736088,43
Uzbekistan,UZB,1968,11032155,44
Sudan,SDN,1968,10917999,45
Afghanistan,AFG,1968,10756922,46
"Venezuela, RB",VEN,1968,10697530,47
Kenya,KEN,1968,10518823,48
Hungary,HUN,1968,10255815,49
Czechia,CZE,1968,9876346,50
China,CHN,1969,796025000,1
India,IND,1969,533880544,2
United States,USA,1969,202677000,3
Russian Federation,RUS,1969,129664000,4
Indonesia,IDN,1969,112517639,5
Japan,JPN,1969,102219000,6
Brazil,BRA,1969,93045777,7
Germany,DEU,1969,77909682,8
Bangladesh,BGD,1969,67294133,9
Pakistan,PAK,1969,58460939,10
United Kingdom,GBR,1969,55441750,11
Nigeria,NGA,1969,54631914,12
Italy,ITA,1969,53537950,13
France,FRA,1969,51536014,14
Mexico,MEX,1969,49233194,15
Ukraine,UKR,1969,46976256,16
Viet Nam,VNM,1969,40582096,17
Philippines,PHL,1969,36660799,18
Turkiye,TUR,1969,35787774,19
Thailand,THA,1969,34973782,20
"Egypt, Arab Rep.",EGY,1969,33811615,21
Spain,ESP,1969,33441054,22
Poland,POL,1969,32548300,23
"Korea, Rep.",KOR,1969,31544266,24
"Iran, Islamic Rep.",IRN,1969,28273482,25
Ethiopia,ETH,1969,27072571,26
Myanmar,MMR,1969,26585112,27
Argentina,ARG,1969,23508711,28
South Africa,ZAF,1969,21614676,29
Canada,CAN,1969,21028000,30
Colombia,COL,1969,20291942,31
Romania,ROU,1969,20009141,32
"Congo, Dem. Rep.",COD,1969,19570445,33
"Korea, Dem. People's Rep.",PRK,1969,14767615,34
Morocco,MAR,1969,14734255,35
Algeria,DZA,1969,13475960,36
Peru,PER,1969,13166767,37
Tanzania,TZA,1969,13036700,38
Netherlands,NLD,1969,12877984,39
Australia,AUS,1969,12263000,40
Nepal,NPL,1969,12167036,41
Kazakhstan,KAZ,1969,12156212,42
Sri Lanka,LKA,1969,12013858,43
Uzbekistan,UZB,1969,11403150,44
Sudan,SDN,1969,11298936,45
"Venezuela, RB",VEN,1969,11040280,46
Afghanistan,AFG,1969,11017409,47
Kenya,KEN,1969,10939695,48
Hungary,HUN,1969,10298723,49
Uganda,UGA,1969,10014858,50
China,CHN,1970,818315000,1
India,IND,1970,545864268,2
United States,USA,1970,205052000,3
Russian Federation,RUS,1970,130404000,4
Indonesia,IDN,1970,115657495,5
Japan,JPN,1970,103403000,6
Brazil,BRA,1970,95375651,7
Germany,DEU,1970,78169289,8
Bangladesh,BGD,1970,69058894,9
Pakistan,PAK,1970,60166719,10
Nigeria,NGA,1970,55893838,11
United Kingdom,GBR,1970,55663250,12
Italy,ITA,1970,53821850,13
France,FRA,1970,52007169,14
Mexico,MEX,1970,50814953,15
Ukraine,UKR,1970,47261306,16
Viet Nam,VNM,1970,41475230,17
Philippines,PHL,1970,37622204,18
Turkiye,TUR,1970,36638465,19
Thailand,THA,1970,35954408,20
"Egypt, Arab Rep.",EGY,1970,34623990,21
Spain,ESP,1970,33814531,22
Poland,POL,1970,32664300,23
"Korea, Rep.",KOR,1970,32240827,24
"Iran, Islamic Rep.",IRN,1970,29145100,25
Ethiopia,ETH,1970,27829128,26
Myanmar,MMR,1970,27193016,27
Argentina,ARG,1970,23878327,28
South Africa,ZAF,1970,22279984,29
Canada,CAN,1970,21324000,30
Colombia,COL,1970,20811782,31
Romania,ROU,1970,20250398,32
"Congo, Dem. Rep.",COD,1970,20137436,33
"Korea, Dem. People's Rep.",PRK,1970,15172775,34
Morocco,MAR,1970,15129449,35
Algeria,DZA,1970,13783719,36
Peru,PER,1970,13501237,37
Tanzania,TZA,1970,13492677,38
Netherlands,NLD,1970,13038526,39
Australia,AUS,1970,12507000,40
Nepal,NPL,1970,12436190,41
Kazakhstan,KAZ,1970,12419057,42
Sri Lanka,LKA,1970,12287110,43
Uzbekistan,UZB,1970,11762638,44
Sudan,SDN,1970,11695771,45
"Venezuela, RB",VEN,1970,11387790,46
Kenya,KEN,1970,11368791,47
Afghanistan,AFG,1970,11290128,48
Hungary,HUN,1970,10337910,49
Uganda,UGA,1970,10321603,50
China,CHN,1971,841105000,1
India,IND,1971,558096387,2
United States,USA,1971,207661000,3
Russian Federation,RUS,1971,131155000,4
Indonesia,IDN,1971,118833702,5
Japan,JPN,1971,105697000,6
Brazil,BRA,1971,97739273,7
Germany,DEU,1971,78312842,8
Bangladesh,BGD,1971,70276758,9
Pakistan,PAK,1971,61847899,10
Nigeria,NGA,1971,57214684,11
United Kingdom,GBR,1971,55896223,12
Italy,ITA,1971,54073490,13
France,FRA,1971,52499553,14
Mexico,MEX,1971,52412558,15
Ukraine,UKR,1971,47573287,16
Viet Nam,VNM,1971,42449276,17
Philippines,PHL,1971,38518659,18
Turkiye,TUR,1971,37518611,19
Thailand,THA,1971,36937387,20
"Egypt, Arab Rep.",EGY,1971,35433368,21
Spain,ESP,1971,34224490,22
"Korea, Rep.",KOR,1971,32882704,23
Poland,POL,1971,32783500,24
"Iran, Islamic Rep.",IRN,1971,30029071,25
Ethiopia,ETH,1971,28600106,26
Myanmar,MMR,1971,27807219,27
Argentina,ARG,1971,24257208,28
South Africa,ZAF,1971,22942143,29
Canada,CAN,1971,21962032,30
Colombia,COL,1971,21319096,31
"Congo, Dem. Rep.",COD,1971,20695569,32
Romania,ROU,1971,20461567,33
"Korea, Dem. People's Rep.",PRK,1971,15572457,34
Morocco,MAR,1971,15527225,35
Algeria,DZA,1971,14098936,36
Tanzania,TZA,1971,13971451,37
Peru,PER,1971,13838067,38
Netherlands,NLD,1971,13194497,39
Australia,AUS,1971,12937000,40
Nepal,NPL,1971,12710061,41
Kazakhstan,KAZ,1971,12684813,42
Sri Lanka,LKA,1971,12551910,43
Uzbekistan,UZB,1971,12111511,44
Sudan,SDN,1971,12105539,45
Kenya,KEN,1971,11788904,46
"Venezuela, RB",VEN,1971,11741008,47
Afghanistan,AFG,1971,11567667,48
Uganda,UGA,1971,10618206,49
Malaysia,MYS,1971,10423453,50
China,CHN,1972,862030000,1
India,IND,1972,570482142,2
United States,USA,1972,209896000,3
Russian Federation,RUS,1972,131909000,4
Indonesia,IDN,1972,122039841,5
Japan,JPN,1972,107188000,6
Brazil,BRA,1972,100146797,7
Germany,DEU,1972,78688452,8
Bangladesh,BGD,1972,71641519,9
Pakistan,PAK,1972,63583194,10
Nigeria,NGA,1972,58601748,11
United Kingdom,GBR,1972,56086065,12
Italy,ITA,1972,54381345,13
Mexico,MEX,1972,54030168,14
France,FRA,1972,52962356,15
Ukraine,UKR,1972,47946893,16
Viet Nam,VNM,1972,43429168,17
Philippines,PHL,1972,39408560,18
Turkiye,TUR,1972,38430221,19
Thailand,THA,1972,37933929,20
"Egypt, Arab Rep.",EGY,1972,36258328,21
Spain,ESP,1972,34604469,22
"Korea, Rep.",KOR,1972,33505406,23
Poland,POL,1972,33055650,24
"Iran, Islamic Rep.",IRN,1972,30921179,25
Ethiopia,ETH,1972,29374608,26
Myanmar,MMR,1972,28428324,27
Argentina,ARG,1972,24644328,28
South Africa,ZAF,1972,23609456,29
Canada,CAN,1972,22218463,30
Colombia,COL,1972,21819563,31
"Congo, Dem. Rep.",COD,1972,21251160,32
Romania,ROU,1972,20657957,33
"Korea, Dem. People's Rep.",PRK,1972,15975069,34
Morocco,MAR,1972,15924692,35
Tanzania,TZA,1972,14479308,36
Algeria,DZA,1972,14427072,37
Peru,PER,1972,14210147,38
Netherlands,NLD,1972,13328593,39
Australia,AUS,1972,13177000,40
Nepal,NPL,1972,12989099,41
Kazakhstan,KAZ,1972,12951798,42
Sri Lanka,LKA,1972,12809205,43
Sudan,SDN,1972,12527856,44
Uzbekistan,UZB,1972,12465106,45
Kenya,KEN,1972,12206060,46
"Venezuela, RB",VEN,1972,12099180,47
Afghanistan,AFG,1972,11853696,48
Uganda,UGA,1972,10885796,49
Malaysia,MYS,1972,10676835,50
China,CHN,1973,881940000,1
India,IND,1973,583465598,2
United States,USA,1973,211909000,3
Russian Federation,RUS,1973,132669000,4
Indonesia,IDN,1973,125288515,5
Japan,JPN,1973,108707000,6
Brazil,BRA,1973,102600976,7
Germany,DEU,1973,78936666,8
Bangladesh,BGD,1973,73722294,9
Pakistan,PAK,1973,65461912,10
Nigeria,NGA,1973,60082139,11
United Kingdom,GBR,1973,56194527,12
Mexico,MEX,1973,55667284,13
Italy,ITA,1973,54751406,14
France,FRA,1973,53392161,15
Ukraine,UKR,1973,48277121,16
Viet Nam,VNM,1973,44409861,17
Philippines,PHL,1973,40294130,18
Turkiye,TUR,1973,39329533,19
Thailand,THA,1973,38947787,20
"Egypt, Arab Rep.",EGY,1973,37102043,21
Spain,ESP,1973,34988947,22
"Korea, Rep.",KOR,1973,34103149,23
Poland,POL,1973,33357200,24
"Iran, Islamic Rep.",IRN,1973,31839838,25
Ethiopia,ETH,1973,30166785,26
Myanmar,MMR,1973,29026388,27
Argentina,ARG,1973,25046005,28
South Africa,ZAF,1973,24294263,29
Canada,CAN,1973,22491777,30
Colombia,COL,1973,22325374,31
"Congo, Dem. Rep.",COD,1973,21827665,32
Romania,ROU,1973,20835681,33
"Korea, Dem. People's Rep.",PRK,1973,16350367,34
Morocco,MAR,1973,16326269,35
Tanzania,TZA,1973,15010101,36
Algeria,DZA,1973,14771147,37
Peru,PER,1973,14582867,38
Netherlands,NLD,1973,13439322,39
Australia,AUS,1973,13380000,40
Nepal,NPL,1973,13275239,41
Kazakhstan,KAZ,1973,13208121,42
Sri Lanka,LKA,1973,13060916,43
Sudan,SDN,1973,13049315,44
Uzbekistan,UZB,1973,12831047,45
Kenya,KEN,1973,12634835,46
"Venezuela, RB",VEN,1973,12463537,47
Afghanistan,AFG,1973,12157999,48
Uganda,UGA,1973,11144236,49
Malaysia,MYS,1973,10935621,50
China,CHN,1974,900350000,1
India,IND,1974,597041391,2
United States,USA,1974,213854000,3
Russian Federation,RUS,1974,133432000,4
Indonesia,IDN,1974,128555045,5
Japan,JPN,1974,110162000,6
Brazil,BRA,1974,105089675,7
Germany,DEU,1974,78967433,8
Bangladesh,BGD,1974,75839348,9
Pakistan,PAK,1974,67415487,10
Nigeria,NGA,1974,61679144,11
Mexico,MEX,1974,57320149,12
United Kingdom,GBR,1974,56229974,13
Italy,ITA,1974,55110868,14
France,FRA,1974,53746571,15
Ukraine,UKR,1974,48576570,16
Viet Nam,VNM,1974,45413537,17
Philippines,PHL,1974,41174341,18
Turkiye,TUR,1974,40210234,19
Thailand,THA,1974,39952891,20
"Egypt, Arab Rep.",EGY,1974,37969667,21
Spain,ESP,1974,35373335,22
"Korea, Rep.",KOR,1974,34692266,23
Poland,POL,1974,33678899,24
"Iran, Islamic Rep.",IRN,1974,32796463,25
Ethiopia,ETH,1974,30957273,26
Myanmar,MMR,1974,29598167,27
Argentina,ARG,1974,25461351,28
South Africa,ZAF,1974,24989108,29
Colombia,COL,1974,22833469,30
Canada,CAN,1974,22807969,31
"Congo, Dem. Rep.",COD,1974,22418878,32
Romania,ROU,1974,21029429,33
Morocco,MAR,1974,16733842,34
"Korea, Dem. People's Rep.",PRK,1974,16673121,35
