date,label,market_cap,asset_type,source,confidence,sector,region,rank
2016-01-01,ASML Holding NV,34749658124.155495,company,yfinance + FX,Medium,Technology,Europe,18
2016-02-01,ASML Holding NV,34439399854.56176,company,yfinance + FX,Medium,Technology,Europe,18
2016-03-01,ASML Holding NV,37984736069.01107,company,yfinance + FX,Medium,Technology,Europe,18
2016-04-01,ASML Holding NV,36550710079.93561,company,yfinance + FX,Medium,Technology,Europe,18
2016-05-01,ASML Holding NV,37829614924.71263,company,yfinance + FX,Medium,Technology,Europe,14
2016-06-01,ASML Holding NV,37984525119.85227,company,yfinance + FX,Medium,Technology,Europe,18
2016-07-01,ASML Holding NV,41970204918.48427,company,yfinance + FX,Medium,Technology,Europe,18
2016-08-01,ASML Holding NV,40794780224.69329,company,yfinance + FX,Medium,Technology,Europe,18
2016-09-01,ASML Holding NV,41954882338.67741,company,yfinance + FX,Medium,Technology,Europe,18
2016-10-01,ASML Holding NV,40438717221.84712,company,yfinance + FX,Medium,Technology,Europe,19
2016-11-01,ASML Holding NV,39485374049.274445,company,yfinance + FX,Medium,Technology,Europe,19
2016-12-01,ASML Holding NV,42958006316.52583,company,yfinance + FX,Medium,Technology,Europe,19
2017-01-01,ASML Holding NV,46480397015.65734,company,yfinance + FX,Medium,Technology,Europe,16
2017-02-01,ASML Holding NV,46591436178.16681,company,yfinance + FX,Medium,Technology,Europe,20
2017-03-01,ASML Holding NV,50845123686.84582,company,yfinance + FX,Medium,Technology,Europe,20
2017-04-01,ASML Holding NV,50481396197.89683,company,yfinance + FX,Medium,Technology,Europe,19
2017-05-01,ASML Holding NV,51036735839.416046,company,yfinance + FX,Medium,Technology,Europe,19
2017-06-01,ASML Holding NV,50387124297.31203,company,yfinance + FX,Medium,Technology,Europe,19
2017-07-01,ASML Holding NV,58128287223.14295,company,yfinance + FX,Medium,Technology,Europe,20
2017-08-01,ASML Holding NV,60440564876.65955,company,yfinance + FX,Medium,Technology,Europe,20
2017-09-01,ASML Holding NV,66198115330.77198,company,yfinance + FX,Medium,Technology,Europe,20
2017-10-01,ASML Holding NV,69890818709.83438,company,yfinance + FX,Medium,Technology,Europe,15
2017-11-01,ASML Holding NV,67868525833.271774,company,yfinance + FX,Medium,Technology,Europe,19
2017-12-01,ASML Holding NV,67211189077.27681,company,yfinance + FX,Medium,Technology,Europe,19
2018-01-01,ASML Holding NV,80222749112.648,company,yfinance + FX,Medium,Technology,Europe,20
2018-02-01,ASML Holding NV,77230616981.34842,company,yfinance + FX,Medium,Technology,Europe,20
2018-03-01,ASML Holding NV,78483591628.80402,company,yfinance + FX,Medium,Technology,Europe,18
2018-04-01,ASML Holding NV,74487480145.67642,company,yfinance + FX,Medium,Technology,Europe,14
2018-05-01,ASML Holding NV,78417090510.2211,company,yfinance + FX,Medium,Technology,Europe,17
2018-06-01,ASML Holding NV,78943486364.56757,company,yfinance + FX,Medium,Technology,Europe,19
2018-07-01,ASML Holding NV,85335676865.7219,company,yfinance + FX,Medium,Technology,Europe,15
2018-08-01,ASML Holding NV,81766755185.81314,company,yfinance + FX,Medium,Technology,Europe,19
2018-09-01,ASML Holding NV,74975793213.43536,company,yfinance + FX,Medium,Technology,Europe,19
2018-10-01,ASML Holding NV,68731111433.01315,company,yfinance + FX,Medium,Technology,Europe,19
2018-11-01,ASML Holding NV,68328367014.93911,company,yfinance + FX,Medium,Technology,Europe,19
2018-12-01,ASML Holding NV,62055789658.68606,company,yfinance + FX,Medium,Technology,Europe,19
2019-01-01,ASML Holding NV,69795821982.25784,company,yfinance + FX,Medium,Technology,Europe,20
2019-02-01,ASML Holding NV,72922119483.18939,company,yfinance + FX,Medium,Technology,Europe,20
2019-03-01,ASML Holding NV,74987731657.34329,company,yfinance + FX,Medium,Technology,Europe,19
2019-04-01,ASML Holding NV,83270077760.47212,company,yfinance + FX,Medium,Technology,Europe,18
2019-05-01,ASML Holding NV,75865550343.30902,company,yfinance + FX,Medium,Technology,Europe,18
2019-06-01,ASML Holding NV,83885799574.43619,company,yfinance + FX,Medium,Technology,Europe,18
2019-07-01,ASML Holding NV,89888896127.86331,company,yfinance + FX,Medium,Technology,Europe,19
2019-08-01,ASML Holding NV,89808202179.41284,company,yfinance + FX,Medium,Technology,Europe,19
2019-09-01,ASML Holding NV,100220792721.9902,company,yfinance + FX,Medium,Technology,Europe,15
2019-10-01,ASML Holding NV,105687325813.67036,company,yfinance + FX,Medium,Technology,Europe,18
2019-11-01,ASML Holding NV,109177017262.38936,company,yfinance + FX,Medium,Technology,Europe,18
2019-12-01,ASML Holding NV,119910410194.24742,company,yfinance + FX,Medium,Technology,Europe,15
2020-03-01,ASML Holding NV,106012571630.34972,company,yfinance + FX,Medium,Technology,Europe,16
2020-04-01,ASML Holding NV,116867446560.39734,company,yfinance + FX,Medium,Technology,Europe,20
2020-05-01,ASML Holding NV,134188514661.1435,company,yfinance + FX,Medium,Technology,Europe,19
2020-06-01,ASML Holding NV,149875237889.0381,company,yfinance + FX,Medium,Technology,Europe,19
2020-10-01,ASML Holding NV,147097912800.20444,company,yfinance + FX,Medium,Technology,Europe,19
2020-11-01,ASML Holding NV,178259629940.44647,company,yfinance + FX,Medium,Technology,Europe,14
2020-12-01,ASML Holding NV,199387970394.3283,company,yfinance + FX,Medium,Technology,Europe,18
2021-01-01,ASML Holding NV,218373415709.57947,company,yfinance + FX,Medium,Technology,Europe,19
2021-02-01,ASML Holding NV,231835746112.78992,company,yfinance + FX,Medium,Technology,Europe,19
2021-03-01,ASML Holding NV,252386911485.3912,company,yfinance + FX,Medium,Technology,Europe,19
2021-04-01,ASML Holding NV,264953995819.00024,company,yfinance + FX,Medium,Technology,Europe,18
2021-05-01,ASML Holding NV,276143225591.89453,company,yfinance + FX,Medium,Technology,Europe,18
2021-06-01,ASML Holding NV,283244031677.4536,company,yfinance + FX,Medium,Technology,Europe,18
2021-07-01,ASML Holding NV,314363000432.3395,company,yfinance + FX,Medium,Technology,Europe,19
2021-08-01,ASML Holding NV,327012084631.5941,company,yfinance + FX,Medium,Technology,Europe,14
2021-09-01,ASML Holding NV,292494953888.2589,company,yfinance + FX,Medium,Technology,Europe,19
2021-10-01,ASML Holding NV,319098201403.6473,company,yfinance + FX,Medium,Technology,Europe,17
2021-11-01,ASML Holding NV,310709358052.1734,company,yfinance + FX,Medium,Technology,Europe,16
2021-12-01,ASML Holding NV,313335615507.4291,company,yfinance + FX,Medium,Technology,Europe,17
2022-01-01,ASML Holding NV,266524552761.18143,company,yfinance + FX,Medium,Technology,Europe,19
2022-02-01,ASML Holding NV,262317355536.51883,company,yfinance + FX,Medium,Technology,Europe,18
2022-03-01,ASML Holding NV,262876176315.18784,company,yfinance + FX,Medium,Technology,Europe,18
2022-04-01,ASML Holding NV,221882105034.92215,company,yfinance + FX,Medium,Technology,Europe,17
2022-05-01,ASML Holding NV,226809512881.58725,company,yfinance + FX,Medium,Technology,Europe,13
2022-06-01,ASML Holding NV,188578513798.94116,company,yfinance + FX,Medium,Technology,Europe,19
2022-07-01,ASML Holding NV,227635206243.4952,company,yfinance + FX,Medium,Technology,Europe,18
2022-08-01,ASML Holding NV,194150092100.30072,company,yfinance + FX,Medium,Technology,Europe,20
2022-09-01,ASML Holding NV,164986567021.41492,company,yfinance + FX,Medium,Technology,Europe,20
2022-10-01,ASML Holding NV,187656096643.50177,company,yfinance + FX,Medium,Technology,Europe,18
2022-11-01,ASML Holding NV,241559253243.31503,company,yfinance + FX,Medium,Technology,Europe,17
2022-12-01,ASML Holding NV,217696179537.16812,company,yfinance + FX,Medium,Technology,Europe,17
2023-01-01,ASML Holding NV,263291300322.1991,company,yfinance + FX,Medium,Technology,Europe,13
2023-02-01,ASML Holding NV,246115481968.20587,company,yfinance + FX,Medium,Technology,Europe,18
2023-03-01,ASML Holding NV,271796612634.8877,company,yfinance + FX,Medium,Technology,Europe,18
2023-04-01,ASML Holding NV,254288004369.8,company,yfinance + FX,Medium,Technology,Europe,17
2023-05-01,ASML Holding NV,288654381133.256,company,yfinance + FX,Medium,Technology,Europe,17
2023-06-01,ASML Holding NV,290227788208.7812,company,yfinance + FX,Medium,Technology,Europe,17
2023-07-01,ASML Holding NV,286887976930.76733,company,yfinance + FX,Medium,Technology,Europe,18
2023-08-01,ASML Holding NV,264510695810.8433,company,yfinance + FX,Medium,Technology,Europe,18
2023-09-01,ASML Holding NV,236255561060.4177,company,yfinance + FX,Medium,Technology,Europe,18
2023-10-01,ASML Holding NV,240329221891.21652,company,yfinance + FX,Medium,Technology,Europe,13
2023-11-01,ASML Holding NV,274423495729.17017,company,yfinance + FX,Medium,Technology,Europe,17
2023-12-01,ASML Holding NV,304563981173.84503,company,yfinance + FX,Medium,Technology,Europe,17
2024-01-01,ASML Holding NV,349991906185.3745,company,yfinance + FX,Medium,Technology,Europe,16
2024-02-01,ASML Holding NV,382930099204.1883,company,yfinance + FX,Medium,Technology,Europe,16
2024-03-01,ASML Holding NV,391174094608.19525,company,yfinance + FX,Medium,Technology,Europe,16
2024-04-01,ASML Holding NV,351672522764.5189,company,yfinance + FX,Medium,Technology,Europe,15
2024-05-01,ASML Holding NV,387899975427.9873,company,yfinance + FX,Medium,Technology,Europe,15
2024-06-01,ASML Holding NV,413096185797.8366,company,yfinance + FX,Medium,Technology,Europe,15
2024-07-01,ASML Holding NV,378347393435.6865,company,yfinance + FX,Medium,Technology,Europe,16
2024-08-01,ASML Holding NV,318349530230.6009,company,yfinance + FX,Medium,Technology,Europe,16
2024-09-01,ASML Holding NV,293476639450.7268,company,yfinance + FX,Medium,Technology,Europe,13
2024-10-01,ASML Holding NV,236876958254.5395,company,yfinance + FX,Medium,Technology,Europe,18
2024-11-01,ASML Holding NV,242390271488.49487,company,yfinance + FX,Medium,Technology,Europe,17
2024-12-01,ASML Holding NV,244674367423.47208,company,yfinance + FX,Medium,Technology,Europe,13
2025-01-01,ASML Holding NV,260994705973.2132,company,yfinance + FX,Medium,Technology,Europe,18
2025-02-01,ASML Holding NV,250322769562.95013,company,yfinance + FX,Medium,Technology,Europe,19
2025-03-01,ASML Holding NV,234419394398.95883,company,yfinance + FX,Medium,Technology,Europe,20
2025-04-01,ASML Holding NV,236347428041.3564,company,yfinance + FX,Medium,Technology,Europe,19
2025-05-01,ASML Holding NV,261455210591.1687,company,yfinance + FX,Medium,Technology,Europe,18
2025-06-01,ASML Holding NV,284386693883.43555,company,yfinance + FX,Medium,Technology,Europe,13
2025-07-01,ASML Holding NV,246529498362.42163,company,yfinance + FX,Medium,Technology,Europe,19
2025-08-01,ASML Holding NV,264199636892.0466,company,yfinance + FX,Medium,Technology,Europe,19
2025-09-01,ASML Holding NV,344414413973.18524,company,yfinance + FX,Medium,Technology,Europe,18
2025-10-01,ASML Holding NV,376839018524.6531,company,yfinance + FX,Medium,Technology,Europe,18
2025-11-01,ASML Holding NV,377782027082.489,company,yfinance + FX,Medium,Technology,Europe,17
2025-12-01,ASML Holding NV,381296081146.6268,company,yfinance + FX,Medium,Technology,Europe,17
2026-01-01,ASML Holding NV,507154506819.7632,company,yfinance + FX,Medium,Technology,Europe,17
2026-02-01,ASML Holding NV,516976877336.60376,company,yfinance + FX,Medium,Technology,Europe,13
2016-01-01,Alibaba Group Holding,151972754762.67575,company,yfinance + FX,Medium,Technology,Asia,10
2016-02-01,Alibaba Group Holding,156008440135.1457,company,yfinance + FX,Medium,Technology,Asia,10
2016-03-01,Alibaba Group Holding,179179552861.14148,company,yfinance + FX,Medium,Technology,Asia,10
2016-04-01,Alibaba Group Holding,174441048578.93793,company,yfinance + FX,Medium,Technology,Asia,10
2016-05-01,Alibaba Group Holding,185913259979.247,company,yfinance + FX,Medium,Technology,Asia,6
2016-06-01,Alibaba Group Holding,180313184626.8092,company,yfinance + FX,Medium,Technology,Asia,10
2016-07-01,Alibaba Group Holding,187001520974.8589,company,yfinance + FX,Medium,Technology,Asia,10
2016-08-01,Alibaba Group Holding,220352570458.26328,company,yfinance + FX,Medium,Technology,Asia,9
2016-09-01,Alibaba Group Holding,239850763619.5784,company,yfinance + FX,Medium,Technology,Asia,8
2016-10-01,Alibaba Group Holding,230555110638.24893,company,yfinance + FX,Medium,Technology,Asia,9
2016-11-01,Alibaba Group Holding,213165410633.89062,company,yfinance + FX,Medium,Technology,Asia,10
2016-12-01,Alibaba Group Holding,199085882600.30176,company,yfinance + FX,Medium,Technology,Asia,10
2017-01-01,Alibaba Group Holding,229693557781.89267,company,yfinance + FX,Medium,Technology,Asia,7
2017-02-01,Alibaba Group Holding,233298466726.18445,company,yfinance + FX,Medium,Technology,Asia,11
2017-03-01,Alibaba Group Holding,244475941152.9712,company,yfinance + FX,Medium,Technology,Asia,11
2017-04-01,Alibaba Group Holding,261865622943.4515,company,yfinance + FX,Medium,Technology,Asia,10
2017-05-01,Alibaba Group Holding,277645580411.66394,company,yfinance + FX,Medium,Technology,Asia,9
2017-06-01,Alibaba Group Holding,319453351656.4966,company,yfinance + FX,Medium,Technology,Asia,8
2017-07-01,Alibaba Group Holding,351308039994.19995,company,yfinance + FX,Medium,Technology,Asia,9
2017-08-01,Alibaba Group Holding,389374935695.597,company,yfinance + FX,Medium,Technology,Asia,8
2017-09-01,Alibaba Group Holding,391574115751.0316,company,yfinance + FX,Medium,Technology,Asia,8
2017-10-01,Alibaba Group Holding,419189050427.3425,company,yfinance + FX,Medium,Technology,Asia,4
2017-11-01,Alibaba Group Holding,401481955385.25085,company,yfinance + FX,Medium,Technology,Asia,7
2017-12-01,Alibaba Group Holding,390939289247.8089,company,yfinance + FX,Medium,Technology,Asia,7
2018-01-01,Alibaba Group Holding,463173416518.9107,company,yfinance + FX,Medium,Technology,Asia,8
2018-02-01,Alibaba Group Holding,422023093413.7559,company,yfinance + FX,Medium,Technology,Asia,8
2018-03-01,Alibaba Group Holding,416128244660.0397,company,yfinance + FX,Medium,Technology,Asia,8
2018-04-01,Alibaba Group Holding,404792109142.1423,company,yfinance + FX,Medium,Technology,Asia,4
2018-05-01,Alibaba Group Holding,448935190966.4552,company,yfinance + FX,Medium,Technology,Asia,7
2018-06-01,Alibaba Group Holding,420640077230.74365,company,yfinance + FX,Medium,Technology,Asia,8
2018-07-01,Alibaba Group Holding,424494352378.502,company,yfinance + FX,Medium,Technology,Asia,5
2018-08-01,Alibaba Group Holding,396788749017.5913,company,yfinance + FX,Medium,Technology,Asia,8
2018-09-01,Alibaba Group Holding,373549625671.2066,company,yfinance + FX,Medium,Technology,Asia,8
2018-10-01,Alibaba Group Holding,322582168044.1883,company,yfinance + FX,Medium,Technology,Asia,9
2018-11-01,Alibaba Group Holding,364707407182.26624,company,yfinance + FX,Medium,Technology,Asia,8
2018-12-01,Alibaba Group Holding,310769921755.81287,company,yfinance + FX,Medium,Technology,Asia,8
2019-01-01,Alibaba Group Holding,382006402074.2688,company,yfinance + FX,Medium,Technology,Asia,9
2019-02-01,Alibaba Group Holding,414971991257.9169,company,yfinance + FX,Medium,Technology,Asia,9
2019-03-01,Alibaba Group Holding,413656985695.2936,company,yfinance + FX,Medium,Technology,Asia,9
2019-04-01,Alibaba Group Holding,420730782343.0994,company,yfinance + FX,Medium,Technology,Asia,8
2019-05-01,Alibaba Group Holding,338407478068.57874,company,yfinance + FX,Medium,Technology,Asia,9
2019-06-01,Alibaba Group Holding,384182924065.4924,company,yfinance + FX,Medium,Technology,Asia,9
2019-07-01,Alibaba Group Holding,392481057591.3218,company,yfinance + FX,Medium,Technology,Asia,10
2019-08-01,Alibaba Group Holding,396834101573.7692,company,yfinance + FX,Medium,Technology,Asia,10
2019-09-01,Alibaba Group Holding,379149664595.8884,company,yfinance + FX,Medium,Technology,Asia,6
2019-10-01,Alibaba Group Holding,400552391908.50574,company,yfinance + FX,Medium,Technology,Asia,9
2019-11-01,Alibaba Group Holding,453446987109.4032,company,yfinance + FX,Medium,Technology,Asia,8
2019-12-01,Alibaba Group Holding,480880511561.0025,company,yfinance + FX,Medium,Technology,Asia,5
2020-01-01,Alibaba Group Holding,468388049785.4704,company,yfinance + FX,Medium,Technology,Asia,10
2020-02-01,Alibaba Group Holding,471584876793.55096,company,yfinance + FX,Medium,Technology,Asia,10
2020-03-01,Alibaba Group Holding,440931830841.90405,company,yfinance + FX,Medium,Technology,Asia,6
2020-04-01,Alibaba Group Holding,459500478740.3521,company,yfinance + FX,Medium,Technology,Asia,9
2020-05-01,Alibaba Group Holding,470201824182.7827,company,yfinance + FX,Medium,Technology,Asia,10
2020-06-01,Alibaba Group Holding,489042550990.54224,company,yfinance + FX,Medium,Technology,Asia,10
2020-07-01,Alibaba Group Holding,569121286225.6943,company,yfinance + FX,Medium,Technology,Asia,10
2020-08-01,Alibaba Group Holding,650764375013.0585,company,yfinance + FX,Medium,Technology,Asia,9
2020-09-01,Alibaba Group Holding,666521710844.8158,company,yfinance + FX,Medium,Technology,Asia,9
2020-10-01,Alibaba Group Holding,690803797272.2686,company,yfinance + FX,Medium,Technology,Asia,8
2020-11-01,Alibaba Group Holding,597098932068.1605,company,yfinance + FX,Medium,Technology,Asia,7
2020-12-01,Alibaba Group Holding,527653531655.0501,company,yfinance + FX,Medium,Technology,Asia,11
2021-01-01,Alibaba Group Holding,575492209322.1327,company,yfinance + FX,Medium,Technology,Asia,12
2021-02-01,Alibaba Group Holding,539057714221.09247,company,yfinance + FX,Medium,Technology,Asia,14
2021-03-01,Alibaba Group Holding,514050169033.5733,company,yfinance + FX,Medium,Technology,Asia,14
2021-04-01,Alibaba Group Holding,523617882710.336,company,yfinance + FX,Medium,Technology,Asia,13
2021-05-01,Alibaba Group Holding,485097570730.428,company,yfinance + FX,Medium,Technology,Asia,13
2021-06-01,Alibaba Group Holding,514163495782.384,company,yfinance + FX,Medium,Technology,Asia,13
2021-07-01,Alibaba Group Holding,442541536950.294,company,yfinance + FX,Medium,Technology,Asia,15
2021-08-01,Alibaba Group Holding,378605579632.7775,company,yfinance + FX,Medium,Technology,Asia,12
2021-09-01,Alibaba Group Holding,335664140194.5212,company,yfinance + FX,Medium,Technology,Asia,17
2021-10-01,Alibaba Group Holding,373957725821.2958,company,yfinance + FX,Medium,Technology,Asia,16
2021-11-01,Alibaba Group Holding,289140449876.184,company,yfinance + FX,Medium,Technology,Asia,18
2021-12-01,Alibaba Group Holding,269324825249.37955,company,yfinance + FX,Medium,Technology,Asia,18
2022-01-01,Alibaba Group Holding,285195487829.9479,company,yfinance + FX,Medium,Technology,Asia,18
2022-02-01,Alibaba Group Holding,238490423714.65512,company,yfinance + FX,Medium,Technology,Asia,19
2022-03-01,Alibaba Group Holding,246675157636.16177,company,yfinance + FX,Medium,Technology,Asia,19
2022-04-01,Alibaba Group Holding,220125825891.2518,company,yfinance + FX,Medium,Technology,Asia,18
2022-05-01,Alibaba Group Holding,217767893675.3165,company,yfinance + FX,Medium,Technology,Asia,14
2022-06-01,Alibaba Group Holding,257739268886.38168,company,yfinance + FX,Medium,Technology,Asia,16
2022-07-01,Alibaba Group Holding,202622780924.20468,company,yfinance + FX,Medium,Technology,Asia,19
2022-08-01,Alibaba Group Holding,216316885085.79333,company,yfinance + FX,Medium,Technology,Asia,18
2022-09-01,Alibaba Group Holding,181356111280.12112,company,yfinance + FX,Medium,Technology,Asia,18
2022-10-01,Alibaba Group Holding,144150795755.89734,company,yfinance + FX,Medium,Technology,Asia,19
2022-11-01,Alibaba Group Holding,198519066717.4679,company,yfinance + FX,Medium,Technology,Asia,19
2022-12-01,Alibaba Group Holding,199720709103.52448,company,yfinance + FX,Medium,Technology,Asia,18
2023-01-01,Alibaba Group Holding,249849271938.39743,company,yfinance + FX,Medium,Technology,Asia,15
2023-02-01,Alibaba Group Holding,199040548258.00183,company,yfinance + FX,Medium,Technology,Asia,19
2023-03-01,Alibaba Group Holding,231666066125.82776,company,yfinance + FX,Medium,Technology,Asia,19
2023-04-01,Alibaba Group Holding,192012122380.25183,company,yfinance + FX,Medium,Technology,Asia,18
2023-05-01,Alibaba Group Holding,180358537182.9871,company,yfinance + FX,Medium,Technology,Asia,19
2023-06-01,Alibaba Group Holding,188974029318.7939,company,yfinance + FX,Medium,Technology,Asia,19
2023-07-01,Alibaba Group Holding,231620695355.77185,company,yfinance + FX,Medium,Technology,Asia,19
2023-08-01,Alibaba Group Holding,210626122834.8777,company,yfinance + FX,Medium,Technology,Asia,19
2023-09-01,Alibaba Group Holding,196659957977.8556,company,yfinance + FX,Medium,Technology,Asia,19
2023-10-01,Alibaba Group Holding,187137560429.5146,company,yfinance + FX,Medium,Technology,Asia,14
2023-11-01,Alibaba Group Holding,169770536703.24524,company,yfinance + FX,Medium,Technology,Asia,20
2023-12-01,Alibaba Group Holding,175733377863.47232,company,yfinance + FX,Medium,Technology,Asia,20
2024-04-01,Alibaba Group Holding,171983777872.48285,company,yfinance + FX,Medium,Technology,Asia,20
2024-05-01,Alibaba Group Holding,180002783718.2213,company,yfinance + FX,Medium,Technology,Asia,20
2024-06-01,Alibaba Group Holding,165435305893.46533,company,yfinance + FX,Medium,Technology,Asia,20
2024-09-01,Alibaba Group Holding,249132592267.51868,company,yfinance + FX,Medium,Technology,Asia,15
2024-10-01,Alibaba Group Holding,230022737198.68103,company,yfinance + FX,Medium,Technology,Asia,19
2024-11-01,Alibaba Group Holding,205114166224.12207,company,yfinance + FX,Medium,Technology,Asia,20
2024-12-01,Alibaba Group Holding,199057232170.23438,company,yfinance + FX,Medium,Technology,Asia,15
2025-01-01,Alibaba Group Holding,232041690931.47305,company,yfinance + FX,Medium,Technology,Asia,19
2025-02-01,Alibaba Group Holding,311087061799.25446,company,yfinance + FX,Medium,Technology,Asia,16
2025-03-01,Alibaba Group Holding,310429722942.8446,company,yfinance + FX,Medium,Technology,Asia,17
2025-04-01,Alibaba Group Holding,280379811346.73,company,yfinance + FX,Medium,Technology,Asia,17
2025-05-01,Alibaba Group Holding,267256439051.7415,company,yfinance + FX,Medium,Technology,Asia,17
2025-06-01,Alibaba Group Holding,266246971292.28452,company,yfinance + FX,Medium,Technology,Asia,14
2025-07-01,Alibaba Group Holding,287983540774.4539,company,yfinance + FX,Medium,Technology,Asia,18
2025-08-01,Alibaba Group Holding,322289471025.0,company,yfinance + FX,Medium,Technology,Asia,16
2025-09-01,Alibaba Group Holding,426687376143.1784,company,yfinance + FX,Medium,Technology,Asia,15
2025-10-01,Alibaba Group Holding,406872534713.1272,company,yfinance + FX,Medium,Technology,Asia,17
2025-11-01,Alibaba Group Holding,375526924265.0512,company,yfinance + FX,Medium,Technology,Asia,18
2025-12-01,Alibaba Group Holding,349934750022.0307,company,yfinance + FX,Medium,Technology,Asia,18
2026-01-01,Alibaba Group Holding,404795569778.9591,company,yfinance + FX,Medium,Technology,Asia,18
2026-02-01,Alibaba Group Holding,344038043452.76025,company,yfinance + FX,Medium,Technology,Asia,14
2016-01-01,Alphabet Inc.,219966990379.3335,company,yfinance + FX,Medium,Technology,North America,8
2016-02-01,Alphabet Inc.,207217062675.47607,company,yfinance + FX,Medium,Technology,North America,8
2016-03-01,Alphabet Inc.,220414838241.57715,company,yfinance + FX,Medium,Technology,North America,8
2016-04-01,Alphabet Inc.,204518582199.0967,company,yfinance + FX,Medium,Technology,North America,8
2016-05-01,Alphabet Inc.,216355513236.9995,company,yfinance + FX,Medium,Technology,North America,5
2016-06-01,Alphabet Inc.,203261787620.54443,company,yfinance + FX,Medium,Technology,North America,8
2016-07-01,Alphabet Inc.,228631608352.66116,company,yfinance + FX,Medium,Technology,North America,8
2016-08-01,Alphabet Inc.,228201128059.3872,company,yfinance + FX,Medium,Technology,North America,8
2016-09-01,Alphabet Inc.,232306625923.15677,company,yfinance + FX,Medium,Technology,North America,9
2016-10-01,Alphabet Inc.,233993856376.64795,company,yfinance + FX,Medium,Technology,North America,8
2016-11-01,Alphabet Inc.,224164922798.15677,company,yfinance + FX,Medium,Technology,North America,9
2016-12-01,Alphabet Inc.,228952286521.9116,company,yfinance + FX,Medium,Technology,North America,8
2017-01-01,Alphabet Inc.,236966842163.08597,company,yfinance + FX,Medium,Technology,North America,6
2017-02-01,Alphabet Inc.,244114640625.0,company,yfinance + FX,Medium,Technology,North America,10
2017-03-01,Alphabet Inc.,244943864311.21823,company,yfinance + FX,Medium,Technology,North America,10
2017-04-01,Alphabet Inc.,267109590660.0952,company,yfinance + FX,Medium,Technology,North America,8
2017-05-01,Alphabet Inc.,285187097877.50244,company,yfinance + FX,Medium,Technology,North America,8
2017-06-01,Alphabet Inc.,268600358818.0542,company,yfinance + FX,Medium,Technology,North America,10
2017-07-01,Alphabet Inc.,273171049903.86963,company,yfinance + FX,Medium,Technology,North America,11
2017-08-01,Alphabet Inc.,275985106887.81744,company,yfinance + FX,Medium,Technology,North America,11
2017-09-01,Alphabet Inc.,281324279586.792,company,yfinance + FX,Medium,Technology,North America,11
2017-10-01,Alphabet Inc.,298462849830.62744,company,yfinance + FX,Medium,Technology,North America,6
2017-11-01,Alphabet Inc.,299367118293.76215,company,yfinance + FX,Medium,Technology,North America,10
2017-12-01,Alphabet Inc.,304345192138.6719,company,yfinance + FX,Medium,Technology,North America,10
2018-01-01,Alphabet Inc.,341563514884.9487,company,yfinance + FX,Medium,Technology,North America,10
2018-02-01,Alphabet Inc.,318941256889.34326,company,yfinance + FX,Medium,Technology,North America,11
2018-03-01,Alphabet Inc.,299647397987.3657,company,yfinance + FX,Medium,Technology,North America,11
2018-04-01,Alphabet Inc.,294285105545.0439,company,yfinance + FX,Medium,Technology,North America,6
2018-05-01,Alphabet Inc.,317808744812.0118,company,yfinance + FX,Medium,Technology,North America,9
2018-06-01,Alphabet Inc.,326242231979.3701,company,yfinance + FX,Medium,Technology,North America,9
2018-07-01,Alphabet Inc.,354564717109.6802,company,yfinance + FX,Medium,Technology,North America,7
2018-08-01,Alphabet Inc.,355887983726.50146,company,yfinance + FX,Medium,Technology,North America,10
2018-09-01,Alphabet Inc.,348745937438.96484,company,yfinance + FX,Medium,Technology,North America,11
2018-10-01,Alphabet Inc.,315087122383.1177,company,yfinance + FX,Medium,Technology,North America,10
2018-11-01,Alphabet Inc.,320596772651.6724,company,yfinance + FX,Medium,Technology,North America,9
2018-12-01,Alphabet Inc.,301906736595.1538,company,yfinance + FX,Medium,Technology,North America,9
2019-01-01,Alphabet Inc.,325288770210.2661,company,yfinance + FX,Medium,Technology,North America,11
2019-02-01,Alphabet Inc.,325479458122.2535,company,yfinance + FX,Medium,Technology,North America,11
2019-03-01,Alphabet Inc.,340023531211.853,company,yfinance + FX,Medium,Technology,North America,11
2019-04-01,Alphabet Inc.,346399960868.83545,company,yfinance + FX,Medium,Technology,North America,10
2019-05-01,Alphabet Inc.,319686707595.8252,company,yfinance + FX,Medium,Technology,North America,10
2019-06-01,Alphabet Inc.,312839354751.5869,company,yfinance + FX,Medium,Technology,North America,10
2019-07-01,Alphabet Inc.,351958693397.522,company,yfinance + FX,Medium,Technology,North America,11
2019-08-01,Alphabet Inc.,343964392517.08984,company,yfinance + FX,Medium,Technology,North America,11
2019-09-01,Alphabet Inc.,352808127426.14746,company,yfinance + FX,Medium,Technology,North America,7
2019-10-01,Alphabet Inc.,363688731712.3413,company,yfinance + FX,Medium,Technology,North America,10
2019-11-01,Alphabet Inc.,376773773544.3115,company,yfinance + FX,Medium,Technology,North America,10
2019-12-01,Alphabet Inc.,386972534179.6875,company,yfinance + FX,Medium,Technology,North America,7
2020-01-01,Alphabet Inc.,413954496170.044,company,yfinance + FX,Medium,Technology,North America,12
2020-02-01,Alphabet Inc.,386932157913.208,company,yfinance + FX,Medium,Technology,North America,12
2020-03-01,Alphabet Inc.,335707135093.68896,company,yfinance + FX,Medium,Technology,North America,8
2020-04-01,Alphabet Inc.,389084537170.41016,company,yfinance + FX,Medium,Technology,North America,11
